Item ID;Part Number;NSN;Nama Barang;PN Lama;Nama Lama;Gudang;Rak;Jumlah;Satuan;Harga Satuan;Komoditi;Komponen;Transaksi Terakhir;Lanud/Depo;Status;Keterangan
TR-000028826;546635;1610-00-709-5411;SHAFT AND SLEEVE AS;546635;SHAFT AND SLEEVE ASSY;GPD 10 GD 01;01A020A04;1;EA;;C 130;N;;DEPO 10;ACTIVE;
TR-000028826;546635;1610-00-709-5411;SHAFT AND SLEEVE AS;546635;GONSHAFT;TB SATHAR 13;0106PRB06;3;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028827;747793-2;1610-01-019-9878;SHAFT AND SLEEVE AS;747793-2;SHAFT & SLEEVE;TB SATHAR 15;02B01A309;1;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028828;5468412G1;6620-00-628-2122;SHAFT AND MAGNET AS;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028828;5468412G1;6620-00-628-2122;SHAFT AND MAGNET AS;5468412G1;SHAFT & MAGNET ASSY;GPD 10 GD 01;01A029A03;2;EA;;C 130;N;;DEPO 10;ACTIVE;
TR-000028828;5468412G1;6620-00-628-2122;SHAFT AND MAGNET AS;5468412G1/5468549G001;SHAFT & MAGNET ASSY;TB SATHAR 13;01 KARDUS;2;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028829;5468412G001;6620-00-628-2122;SHAFT AND MAGNET AS;5468412G001;SHAFT & MAGNETIK ASSY;GPD 10 GD 01;01A004B02;0;EA;;C 130;N;;DEPO 10;ACTIVE;
TR-000028829;5468412G001;6620-00-628-2122;SHAFT AND MAGNET AS;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028829;5468412G001;6620-00-628-2122;SHAFT AND MAGNET AS;5468412G001;MAGNETASSY;TB SATHAR 13;02013M036;5;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028830;4152112G1;6680-00-613-2359;SHAFT AND GEAR ASSY;4152112G1;CENTERSHAFTASSY;TB SATHAR 13;02005B145;2;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028831;Z105W0-15;6615-00-398-0659;SHAFT AND BEARING;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028831;Z105W0-15;6615-00-398-0659;SHAFT AND BEARING;Z105W0-15;BEARING BALL;GPD 10 GD 01;01A029A02;2;EA;;C 130;N;;DEPO 10;ACTIVE;
TR-000028832;2117-175;6610-00-605-7847;SHAFT;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028832;2117-175;6610-00-605-7847;SHAFT;2117-175;SHAHT;TB SATHAR 13;02005C074;1;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028833;373707-3;4030-00-856-4887;SHACKLE;373707-3;SHACKLE;TB SATHAR 15;01A01A102;161;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028834;330A21-0530-20;4030-14-263-9542;SHACKLE;330A21-0530-20;SHACKLE;TB SATHAR 16;01A07F20A;4;EA;;SA-330;N;;DEPO 10;ACTIVE;
TR-000028835;85220630060;6610-00-536-1441;SETTING ASSY;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028835;85220630060;6610-00-536-1441;SETTING ASSY;85220630060;SWITTINGASSYJEWEL;TB SATHAR 13;02004C164;2;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028836;371-923;6685-00-167-0940;SETTING ASSEMBLY,WH;371-923;SETTINGASSY;TB SATHAR 13;02011B052;4;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028837;1357-903B;6610-00-026-4383;SETTING ASSEMBLY,WH;1357-903B;POTTINGASSYJEWEL;TB SATHAR 13;02006C031;5;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028838;136D20;5305-00-208-2595;SETSCREW;136D20;SCREW;GPD 10 GD 02;02A005I11;15;EA;;BENCHSTOCK;N;;DEPO 10;ACTIVE;
TR-000028841;817597-1;5305-01-139-6073;SETSCREW;817597-1;BEARING BALL;TB SATHAR 13;0102PRC06;33;EA;;CN-235;N;;DEPO 10;ACTIVE;
TR-000028842;756054-1;5305-00-851-3796;SETSCREW;756054-1;SCREW NUT CYLINDER;TB SATHAR 15;01A03H101;5;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028842;756054-1;5305-00-851-3796;SETSCREW;756054-1;SCREW;TB SATHAR 13;0102HYC04;18;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028843;546610;5305-00-874-9319;SETSCREW;546610;SCREWSTOP;TB SATHAR 13;0106PRC02;99;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028844;541862;5305-00-709-9181;SETSCREW;541862;SCREW;TB SATHAR 13;0106PRH03;28;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028844;541862;5305-00-709-9181;SETSCREW;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028845;537134;5305-00-959-1027;SETSCREW;537134;SCREW;TB SATHAR 13;0106PRH03;23;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028846;523907;5305-00-856-6613;SETSCREW;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028846;523907;5305-00-856-6613;SETSCREW;523907;SETSREW;TB SATHAR 13;0106PRE02;14;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028847;519614;5305-00-721-7817;SETSCREW;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028847;519614;5305-00-721-7817;SETSCREW;519614;SCREW;TB SATHAR 13;0106PRH03;13;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028848;546379;5305-00-726-5968;SETSCREW;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028848;546379;5305-00-726-5968;SETSCREW;546379;SCREW;TB SATHAR 13;0106PRI04;28;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028849;7630418;5305-01-030-9128;SETSCREW;7630418;SCREW;TB SATHAR 13;0106PRB07;30;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028851;21-06728-14;5305-33-004-8638;SETSCREW;21-06728-14;PIVOT SCREW COMP;GPD 10 GD 01;01A004C02;8;EA;;KT 1B;N;;DEPO 10;ACTIVE;
TR-000028851;21-06728-14;5305-33-004-8638;SETSCREW;;;TB SATHAR 11;01A004C01;0;EA;;KT-1B;N;;DEPO 10;ACTIVE;
TR-000028851;21-06728-14;5305-33-004-8638;SETSCREW;21.06728.14;PIVOTSCREWCOMP;TB SATHAR 13;0102PRD07;50;EA;;KT-1B;N;;DEPO 10;ACTIVE;
TR-000028852;M12037;5305-00-408-5983;SETSCREW;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028852;M12037;5305-00-408-5983;SETSCREW;M12037/12038;SCREW;TB SATHAR 13;02006C052;8;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028853;M1772;5305-00-861-3984;SETSCREW;M-1772;SCREW PIVOT;TB SATHAR 13;02012C207;18;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028854;1214D63;5305-00-545-5558;SETSCREW;1214D63;SCREWCAL;TB SATHAR 13;02004C216;5;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028854;1214D63;5305-00-545-5558;SETSCREW;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028855;620-0006-001;5305-00-144-0430;SETSCREW;620-0006-001;SETSCREW;TB SATHAR 13;02013G034;3;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028856;545-40;5305-00-093-5614;SETSCREW;545-40;SCREWFRONT;TB SATHAR 13;02011C237;5;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028857;328-0368-000;5305-00-660-2840;SETSCREW;328-0368-000;SET SCREW;TB SATHAR 13;02005B117;50;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028857;328-0368-000;5305-00-660-2840;SETSCREW;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028858;36253620010;5305-00-392-2267;SETSCREW;36253620010;SCREW;TB SATHAR 13;02005B041;11;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028858;36253620010;5305-00-392-2267;SETSCREW;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028859;1626617-1;5305-00-109-0219;SETSCREW;1626617-1;SCREWSEAL;TB SATHAR 13;02005B054;4;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028859;1626617-1;5305-00-109-0219;SETSCREW;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028861;371-78;5305-00-487-5600;SETSCREW;371-78;SCREWPIVOT;TB SATHAR 13;02004C222;5;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028861;371-78;5305-00-487-5600;SETSCREW;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028861;371-78;5305-00-487-5600;SETSCREW;371-78;SCREW;GPD 10 GD 01;01A029A02;2;EA;;C 130;N;;DEPO 10;ACTIVE;
TR-000028862;74455061035;5305-00-004-7256;SETSCREW;74-45506-1035;SET SCREW;TB SATHAR 13;02012C077;33;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028862;74455061035;5305-00-004-7256;SETSCREW;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028863;54890-013-1;5305-14-209-7470;SETSCREW;54890-013-1;JEWELCOMPLATE;TB SATHAR 13;02011B054;18;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028864;57257-501-1;5305-14-213-6249;SETSCREW;57257-501-1;SCREWPIVOT;TB SATHAR 13;02011B075;1;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028864;57257-501-1;5305-14-213-6249;SETSCREW;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028865;61-43005-0206;5305-00-638-1081;SETSCREW;61.43005-0206;SCREWSET;TB SATHAR 13;02004C234;1;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028865;61-43005-0206;5305-00-638-1081;SETSCREW;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028866;74-45506-1002;5305-01-096-6891;SETSCREW;7445506-1002;SCREWSET;TB SATHAR 13;02004B054;4;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028868;1543-03-06;5305-14-209-7469;SETSCREW;1543-03-06;CRAPMADIVESUPERWIRE;TB SATHAR 13;02006C223;16;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028869;57257-503-1;5305-14-326-2898;SETSCREW;57257-503-1;SCREW;TB SATHAR 13;02011B076;2;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028869;57257-503-1;5305-14-326-2898;SETSCREW;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028870;2117-197;5305-00-043-1465;SETSCREW;2117-197;SCREW;TB SATHAR 13;02005C075;2;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028870;2117-197;5305-00-043-1465;SETSCREW;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028871;724B75B;5305-00-685-7580;SETSCREW;724B75B;SCREW ADJUS;TB SATHAR 13;02004B063;1;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028871;724B75B;5305-00-685-7580;SETSCREW;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028872;51214-40-8BCL;5305-14-264-0679;SETSCREW;51214-40-8BCL;SCREW;TB SATHAR 16;01A05H15B;100;EA;;SA-330;N;;DEPO 10;ACTIVE;
TR-000028874;330A42026920;5305-14-257-2325;SCREW;330A42-0269-20;SCREW;TB SATHAR 16;01A09J19A;26;EA;;SA-330;N;;DEPO 10;ACTIVE;
TR-000028875;AN565A4H3;5305-00-619-5705;SETSCREW;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028875;AN565A4H3;5305-00-619-5705;SETSCREW;AN565A4H3;SET SCREW;GPD 10 GD 01;01A018B03;11;EA;;C 130;N;;DEPO 10;ACTIVE;
TR-000028876;110383-01;5305-00-600-1227;SETSCREW;110383-01;BEARING;TB SATHAR 13;02010B009;4;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028877;330A76-0532-20;5305-14-257-2367;SETSCREW;330A76-0532-20;SCREW STUP;TB SATHAR 16;01A07D04B;8;EA;;SA-330;N;;DEPO 10;ACTIVE;
TR-000028878;4027056;5305-14-306-3425;SETSCREW;4027056;SCREW ADJUSTING;TB SATHAR 16;01A17C04E;5;EA;;SA-330;N;;DEPO 10;ACTIVE;
TR-000028879;102538-3-1;5305-00-456-7941;SETSCREW;102538-3-1;CABIN CONTOLLER;TB SATHAR 15;02B01E205;0;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028880;P1045;5305-00-623-9257;SETSCREW;P1045;SCREW RETARD;GPD 10 GD 01;01A004A03;10;EA;;C 130;N;;DEPO 10;ACTIVE;
TR-000028881;105875;1650-00-853-8396;SERVOCYLINDER;105875;SERVO CONTROL;TB SATHAR 15;02A13B301;0;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028882;582857;1610-00-938-9859;SERVO,SPEED BIAS;;;TB SATHAR 15;;0;EA;;;Y;;DEPO 10;ACTIVE;
TR-000028882;582857;1610-00-938-9859;SERVO,SPEED BIAS;582857;SERVO SPEED BIAS;GPD 10 GD 01;01A020A04;1;EA;;C 130;Y;07/12/2018 12.20;DEPO 10;ACTIVE;
TR-000028883;599461;1610-01-004-5385;SERVO ASSEMBLY;599461;SERVO SPEED BIAS;GPD 10 GD 01;01A020A04;1;EA;;C 130;N;;DEPO 10;ACTIVE;
TR-000028883;599461;1610-01-004-5385;SERVO ASSEMBLY;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028884;83120-2-1;1660-00-659-0140;SEPARATOR,WATER,AIRCRAFT AIR CONDITIONING SYSTEM;83120-2-1;WATER SEPARATOR;GPD 10 GD 01;01A012B02;2;EA;;C 130;Y;12/06/2018 11.18;DEPO 10;ACTIVE;
TR-000028884;83120-2-1;1660-00-659-0140;SEPARATOR,WATER,AIRCRAFT AIR CONDITIONING SYSTEM;;;TB SATHAR 15;;0;EA;;;Y;;DEPO 10;ACTIVE;
TR-000028885;122476-102;5970-14-251-4712;SEPARATEUR DE CIRCU;122476-102;CIRCUIT SEPARATOE;TB SATHAR 16;01A07H16D;17;EA;;SA-330;N;;DEPO 10;ACTIVE;
TR-000028886;9549400;1660-00-538-7106;SENSOR,DUCT OVERHEA;;;TB SATHAR 15;;0;EA;;;Y;;DEPO 10;ACTIVE;
TR-000028887;AYLF50679;1660-00-583-7106;SENSOR,DUCT OVERHEA;AYLF50679;SENSOR;TB SATHAR 15;02B01B104;1;EA;;C-130;Y;07/05/2018 14.44;DEPO 10;ACTIVE;
TR-000028889;700120;6340-00-628-2662;SENSING ELEMENT,FIR;700120;SENSING ELEMENT;TB SATHAR 15;01A11D106;0;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028890;71010678001;5961-01-016-6629;SEMICONDUCTOR,RECTI;71-01067-8001;DIODE;TB SATHAR 13;02003B046;2;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028891;1203-82;5961-00-089-0689;SEMICONDUCTOR DEVICES,UNITIZED;120382;CASEFRONTASSEMBLED;TB SATHAR 13;02006A046;2;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028892;2N2326;5961-00-252-1066;SEMICONDUCTOR DEVICE,THYRISTOR;2N2326A;SEMICONDUSTDEVISET;TB SATHAR 13;02005A061;4;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028892;2N2326;5961-00-252-1066;SEMICONDUCTOR DEVICE,THYRISTOR;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028893;72090;5961-01-251-3546;SEMICONDUCTOR DEVIC;72090;LOCK PLATE;TB SATHAR 16;01A09C09B;10;EA;;NAS-332;N;;DEPO 10;ACTIVE;
TR-000028894;357357;5961-01-074-9208;SEMICONDUCTOR DEVICE,DIODE;357242/357357;LINNING;TB SATHAR 13;0106HYB04;216;EA;;B-737;N;;DEPO 10;ACTIVE;
TR-000028895;1N1344A;5961-00-927-4546;SEMICONDUCTOR DEVIC;IN1344A;RECTIFIERSILICON/DIOED;TB SATHAR 13;02013A018;10;EA;;C-130;N;;DEPO 10;ACTIVE;STOP MOVING ITEM
TR-000028896;1N3070;5961-14-273-0892;SEMICONDUCTOR DEVICE,DIODE;IN3070;SEMICONDUCTOR;TB SATHAR 13;02006C067;10;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028897;JAN1N973B;5961-00-023-4340;SEMICONDUCTOR DEVICE,DIODE;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028897;JAN1N973B;5961-00-023-4340;SEMICONDUCTOR DEVICE,DIODE;JAN1N973B;DIODE;TB SATHAR 13;02003B065;84;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028899;1N464;5961-00-163-4434;SEMICONDUCTOR DEVICE,DIODE;IN464;SEMI COND DEVICE;TB SATHAR 13;02012B113;10;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028900;1N454;5961-00-681-9601;SEMICONDUCTOR DEVICE,DIODE;IN454;SEMICONDDEVICE;TB SATHAR 13;02012B114;2;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028901;1N751A;5961-00-114-1833;SEMICONDUCTOR DEVIC;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028901;1N751A;5961-00-114-1833;SEMICONDUCTOR DEVIC;1N751A;DIODE;GPD 10 GD 01;01A029A02;1;EA;;C 130;N;;DEPO 10;ACTIVE;
TR-000028903;353-9008-170;5961-00-410-3985;SEMICONDUCTOR DEVICE,DIODE;353-9008-170;SEMICDIVICE;TB SATHAR 13;02005B027;6;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028903;353-9008-170;5961-00-410-3985;SEMICONDUCTOR DEVICE,DIODE;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028904;353-6556-030;5961-00-427-0430;SEMICONDUCTOR DEVICE,DIODE;353-6556-030;SEMICONDDIVICE;TB SATHAR 13;02005B026;4;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028904;353-6556-030;5961-00-427-0430;SEMICONDUCTOR DEVICE,DIODE;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028905;353-9009-110;5961-00-950-6606;SEMICONDUCTOR DEVICE,DIODE;353-9009-110;SEMICDIVICE;TB SATHAR 13;02005B028;6;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028906;353-2724-000;5961-00-894-0684;SEMICONDUCTOR DEVICE,DIODE;353-2724-000;DIODE;TB SATHAR 13;02003B031;9;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028906;353-2724-000;5961-00-894-0684;SEMICONDUCTOR DEVICE,DIODE;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028907;353-3591-010;5961-00-938-1044;SEMICONDUCTOR DEVICE,DIODE;353-3591-010;SCENIC DEVICE;TB SATHAR 13;02005B017;6;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028907;353-3591-010;5961-00-938-1044;SEMICONDUCTOR DEVICE,DIODE;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028910;JAN1N750A;5961-00-892-3361;SEMICONDUCTOR DEVIC;JANIN750A;DIODE;TB SATHAR 13;02003B064;8;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028911;JAN1N93A;5961-00-785-3219;SEMICONDUCTOR DEVICE,DIODE;JANIN93A;SEMI COND DEVICE;TB SATHAR 13;02012B089;3;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028912;JANIN4148;5961-00-018-1217;SEMICONDUCTOR DEVICE,DIODE;JAN IN 4148;DIODE;TB SATHAR 13;02003B067;69;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028914;JAN1N755A;5961-00-879-3091;SEMICONDUCTOR DEVIC;JANIN755A;SEMI COND DEVICE;TB SATHAR 13;02012B128;3;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028915;1N3020B;5961-00-460-0981;SEMICONDUCTOR DEVIC;IN3020B;DIODEZENE;TB SATHAR 13;02013G001;10;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028916;2578493-2;5961-00-872-8337;SEMICONDUCTOR DEVICE,DIODE;2578493-2;DIODE;TB SATHAR 13;02003B017;4;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028916;2578493-2;5961-00-872-8337;SEMICONDUCTOR DEVICE,DIODE;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028918;353-2975-000;5961-00-847-5247;SEMICONDUCTOR DEVICE,DIODE;353-2975-000;SEMICDEVICE;TB SATHAR 13;02005B015;2;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028920;353-2710-000;5961-00-800-3972;SEMICONDUCTOR DEVICE,DIODE;353-2710-000;DIODE;TB SATHAR 13;02003B030;10;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028920;353-2710-000;5961-00-800-3972;SEMICONDUCTOR DEVICE,DIODE;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028921;353-3591-070;5961-01-008-2612;SEMICONDUCTOR DEVICE,DIODE;353-3591-070;DIODE;TB SATHAR 13;02003B034;2;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028921;353-3591-070;5961-01-008-2612;SEMICONDUCTOR DEVICE,DIODE;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028922;2503687-207;5961-00-995-2310;SEMICONDUCTOR DEVICE,DIODE;2503687-207;DIODE;TB SATHAR 13;02003B006;4;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028922;2503687-207;5961-00-995-2310;SEMICONDUCTOR DEVICE,DIODE;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028923;1234192-3;5961-33-003-3018;SEMICONDUCTOR DEVICE,DIODE;1234192-3;CAPACITOR;TB SATHAR 13;02003C128;4;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028923;1234192-3;5961-33-003-3018;SEMICONDUCTOR DEVICE,DIODE;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028924;40-666-222E;5961-00-008-0764;SEMICONDUCTOR DEVICE,DIODE;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028924;40-666-222E;5961-00-008-0764;SEMICONDUCTOR DEVICE,DIODE;40-666-222E;DIODE;TB SATHAR 13;02003B040;2;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028925;1N762;5961-00-808-1637;SEMICONDUCTOR DEVICE,DIODE;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028925;1N762;5961-00-808-1637;SEMICONDUCTOR DEVICE,DIODE;1N762;DIODE;GPD 10 GD 01;01A029A02;5;EA;;C 130;N;;DEPO 10;ACTIVE;
TR-000028926;1779713;5961-00-884-1620;SEMICONDUCTOR DEVIC;1779713;DEVICESETDIODE;TB SATHAR 13;02006C208;1;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028927;TS4174;5961-00-813-5970;SEMICONDUCTOR DEVICE SET;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028927;TS4174;5961-00-813-5970;SEMICONDUCTOR DEVICE SET;TS4174;SEMI CONDUCTOR DEVICE;GPD 10 GD 01;01A029A02;3;EA;;C 130;N;;DEPO 10;ACTIVE;
TR-000028927;TS4174;5961-00-813-5970;SEMICONDUCTOR DEVICE SET;TS4174;SEMICONDDEVICE;TB SATHAR 13;02013G001;4;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028928;3N58;5961-00-088-9347;SEMICONDUCTOR DEVIC;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028928;3N58;5961-00-088-9347;SEMICONDUCTOR DEVIC;3N58;SWITCH;GPD 10 GD 02;02C004B02;22;EA;;EC 120B;N;;DEPO 10;ACTIVE;
TR-000028928;3N58;5961-00-088-9347;SEMICONDUCTOR DEVIC;3N58;SWITCH SEMI CONDUCTOR;GPD 10 GD 01;01A029A01;24;EA;;C 130;N;;DEPO 10;ACTIVE;
TR-000028928;3N58;5961-00-088-9347;SEMICONDUCTOR DEVIC;3N58;SEMICONDUSTDEVICETHYRITAR;TB SATHAR 13;02010C167;8;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028929;7351509;5961-99-118-0166;SEMICONDUCTOR DEVIC;7351509;DIODE CIRCUIT;GPD 10 GD 03;03A04H03C;6;EA;;UMTEK;N;;DEPO 10;ACTIVE;
TR-000028931;FD333;5961-00-888-5468;SEMICONDUCTOR DEVIC;FD333;SEMICONDDEVICE;TB SATHAR 13;02012B130;8;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028932;1116880-1;5961-00-927-4546;SEMICONDUCTOR DEVICE,DIODE;1116880-1;RECTIFIER SILICON/DIODE;TB SATHAR 13;02006B152;13;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028933;1778942-2;5961-00-617-4347;SEMICONDUCTOR DEVIC;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028933;1778942-2;5961-00-617-4347;SEMICONDUCTOR DEVIC;1778942-2;DIODE;TB SATHAR 13;02003B038;12;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028934;525558-1;5961-00-799-8538;SEMICONDUCTOR DEVICE,DIODE;525558-1;DIODE;TB SATHAR 13;02010C060;100;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028935;1S425;5961-99-037-4003;SEMICONDUCTOR DEVIC;1S425;DIODE;TB SATHAR 13;02003M003;7;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028938;446099-9;5961-00-948-0475;SEMICONDUCTOR DEVIC;446099-9;SEMICOS-DEVIDE;TB SATHAR 13;02005B086;40;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028938;446099-9;5961-00-948-0475;SEMICONDUCTOR DEVIC;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028939;C4808ARC;5985-00-902-9935;SELECTOR,ANTENNA;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028941;927-150-36;6610-00-908-6616;SECTOR ASSY,INDICAT;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028941;927-150-36;6610-00-908-6616;SECTOR ASSY,INDICAT;927-150-36;SECTORASSY;TB SATHAR 13;02004B024;8;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028942;85413201640;6610-00-403-8567;SECTOR ASSY,ALTIMET;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
TR-000028942;85413201640;6610-00-403-8567;SECTOR ASSY,ALTIMET;85413201640;CLAMPSECTORASSY;TB SATHAR 13;02013A034;5;EA;;C-130;N;;DEPO 10;ACTIVE;
TR-000028943;374461-3;1650-00-628-5625;SECTOR ASSEMBLY,ELE;;;TB SATHAR 15;;0;EA;;;N;;DEPO 10;ACTIVE;
